Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 3.873226e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 450s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011346 | lrm: 1.00 | dt: 9175ms | tok/sec: 28,570 | mfu: 1.1% | epoch: 1 | remaining: 450s    
step 00001 (0.0%) | loss: 8.845337 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,260 | mfu: 42.2% | epoch: 1 | remaining: 450s    
step 00002 (0.0%) | loss: 8.439029 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,173 | mfu: 41.7% | epoch: 1 | remaining: 450s    
step 00003 (0.0%) | loss: 7.969081 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,416 | mfu: 41.7% | epoch: 1 | remaining: 450s    
step 00004 (0.0%) | loss: 7.586236 | lrm: 1.00 | dt: 265ms | tok/sec: 988,379 | mfu: 38.7% | epoch: 1 | remaining: 450s    
step 00005 (0.0%) | loss: 7.255635 | lrm: 1.00 | dt: 257ms | tok/sec: 1,021,205 | mfu: 40.0% | epoch: 1 | remaining: 450s    
step 00006 (0.0%) | loss: 7.005820 | lrm: 1.00 | dt: 247ms | tok/sec: 1,060,463 | mfu: 41.5% | epoch: 1 | remaining: 450s    
step 00007 (0.0%) | loss: 6.803768 | lrm: 1.00 | dt: 247ms | tok/sec: 1,062,047 | mfu: 41.6% | epoch: 1 | remaining: 450s    
step 00008 (0.0%) | loss: 6.632703 | lrm: 1.00 | dt: 263ms | tok/sec: 994,864 | mfu: 38.9% | epoch: 1 | remaining: 450s    
step 00009 (0.0%) | loss: 6.487919 | lrm: 1.00 | dt: 255ms | tok/sec: 1,029,976 | mfu: 40.3% | epoch: 1 | remaining: 450s    
step 00010 (0.0%) | loss: 6.368013 | lrm: 1.00 | dt: 249ms | tok/sec: 1,054,875 | mfu: 41.3% | epoch: 1 | remaining: 450s    
step 00011 (0.0%) | loss: 6.262011 | lrm: 1.00 | dt: 249ms | tok/sec: 1,053,999 | mfu: 41.3% | epoch: 1 | remaining: 450s    
step 00012 (0.1%) | loss: 6.166639 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,906 | mfu: 39.7% | epoch: 1 | remaining: 449s    
step 00013 (0.1%) | loss: 6.086058 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,421 | mfu: 39.8% | epoch: 1 | remaining: 449s    
step 00124 (6.4%) | loss: 3.618796 | lrm: 1.00 | dt: 252ms | tok/sec: 1,041,423 | mfu: 40.8% | epoch: 1 | remaining: 421s    
step 00125 (6.4%) | loss: 3.614302 | lrm: 1.00 | dt: 256ms | tok/sec: 1,024,198 | mfu: 40.1% | epoch: 1 | remaining: 421s    
step 00126 (6.5%) | loss: 3.606583 | lrm: 1.00 | dt: 255ms | tok/sec: 1,029,883 | mfu: 40.3% | epoch: 1 | remaining: 421s    
step 00127 (6.5%) | loss: 3.603019 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,357 | mfu: 40.8% | epoch: 1 | remaining: 420s    
step 00128 (6.6%) | loss: 3.593465 | lrm: 1.00 | dt: 254ms | tok/sec: 1,031,667 | mfu: 40.4% | epoch: 1 | remaining: 420s    
step 00129 (6.6%) | loss: 3.587957 | lrm: 1.00 | dt: 256ms | tok/sec: 1,023,499 | mfu: 40.1% | epoch: 1 | remaining: 420s    
step 00130 (6.7%) | loss: 3.581095 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,735 | mfu: 40.5% | epoch: 1 | remaining: 420s    
step 00131 (6.8%) | loss: 3.571020 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,731 | mfu: 40.9% | epoch: 1 | remaining: 419s    
step 00132 (6.8%) | loss: 3.569223 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,176 | mfu: 40.2% | epoch: 1 | remaining: 419s    
step 00133 (6.9%) | loss: 3.564998 | lrm: 1.00 | dt: 254ms | tok/sec: 1,033,503 | mfu: 40.5% | epoch: 1 | remaining: 419s    
step 00134 (6.9%) | loss: 3.563462 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,171 | mfu: 40.7% | epoch: 1 | remaining: 419s    
step 00135 (7.0%) | loss: 3.560079 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,862 | mfu: 40.3% | epoch: 1 | remaining: 418s    
step 00136 (7.0%) | loss: 3.556878 | lrm: 1.00 | dt: 254ms | tok/sec: 1,032,131 | mfu: 40.4% | epoch: 1 | remaining: 418s    
step 00137 (7.1%) | loss: 3.554456 | lrm: 1.00 | dt: 257ms | tok/sec: 1,020,629 | mfu: 40.0% | epoch: 1 | remaining: 418s    
step 00138 (7.2%) | loss: 3.550803 | lrm: 1.00 | dt: 252ms | tok/sec: 1,038,387 | mfu: 40.6% | epoch: 1 | remaining: 418s    
step 00139 (7.2%) | loss: 3.548236 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,689 | mfu: 40.8% | epoch: 1 | remaining: 417s    
step 00140 (7.3%) | loss: 3.541883 | lrm: 1.00 | dt: 253ms | tok/sec: 1,034,482 | mfu: 40.5% | epoch: 1 | remaining: 417s    
step 00141 (7.3%) | loss: 3.536610 | lrm: 1.00 | dt: 254ms | tok/sec: 1,031,565 | mfu: 40.4% | epoch: 1 | remaining: 417s    
step 00142 (7.4%) | loss: 3.529632 | lrm: 1.00 | dt: 251ms | tok/sec: 1,043,985 | mfu: 40.9% | epoch: 1 | remaining: 417s    
step 00143 (7.4%) | loss: 3.530879 | lrm: 1.00 | dt: 249ms | tok/sec: 1,051,729 | mfu: 41.2% | epoch: 1 | remaining: 416s    
step 00144 (7.5%) | loss: 3.518932 | lrm: 1.00 | dt: 255ms | tok/sec: 1,029,042 | mfu: 40.3% | epoch: 1 | remaining: 416s    
step 00145 (7.5%) | loss: 3.513986 | lrm: 1.00 | dt: 255ms | tok/sec: 1,029,440 | mfu: 40.3% | epoch: 1 | remaining: 416s    
step 00146 (7.6%) | loss: 3.516229 | lrm: 1.00 | dt: 252ms | tok/sec: 1,040,206 | mfu: 40.7% | epoch: 1 | remaining: 416s    
step 00147 (7.7%) | loss: 3.505879 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,322 | mfu: 40.3% | epoch: 1 | remaining: 415s    
step 00148 (7.7%) | loss: 3.504335 | lrm: 1.00 | dt: 254ms | tok/sec: 1,031,691 | mfu: 40.4% | epoch: 1 | remaining: 415s    
step 00149 (7.8%) | loss: 3.497780 | lrm: 1.00 | dt: 257ms | tok/sec: 1,021,575 | mfu: 40.0% | epoch: 1 | remaining: 415s    
step 00150 (7.8%) | loss: 3.494069 | lrm: 1.00 | dt: 253ms | tok/sec: 1,037,375 | mfu: 40.6% | epoch: 1 | remaining: 415s    
step 00151 (7.9%) | loss: 3.492722 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,079 | mfu: 40.9% | epoch: 1 | remaining: 414s    
step 00152 (7.9%) | loss: 3.488657 | lrm: 1.00 | dt: 254ms | tok/sec: 1,031,905 | mfu: 40.4% | epoch: 1 | remaining: 414s    
step 00153 (8.0%) | loss: 3.486948 | lrm: 1.00 | dt: 254ms | tok/sec: 1,034,081 | mfu: 40.5% | epoch: 1 | remaining: 414s    
