Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,178,450
  scalars                 : 20
  total                   : 85,878,630
Estimated FLOPs per token: 4.012390e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 1200s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 1.00 | dt: 26648ms | tok/sec: 9,837 | mfu: 0.4% | epoch: 1 | remaining: 1200s    
step 00001 (0.1%) | loss: 9.196765 | lrm: 1.00 | dt: 350ms | tok/sec: 749,064 | mfu: 30.4% | epoch: 1 | remaining: 1200s    
step 00002 (0.1%) | loss: 9.106667 | lrm: 1.00 | dt: 352ms | tok/sec: 745,609 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00003 (0.2%) | loss: 8.744879 | lrm: 1.00 | dt: 357ms | tok/sec: 734,231 | mfu: 29.8% | epoch: 1 | remaining: 1200s    
step 00004 (0.2%) | loss: 8.459983 | lrm: 1.00 | dt: 351ms | tok/sec: 745,902 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00005 (0.3%) | loss: 8.193187 | lrm: 1.00 | dt: 352ms | tok/sec: 745,166 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00006 (0.3%) | loss: 7.974858 | lrm: 1.00 | dt: 357ms | tok/sec: 734,991 | mfu: 29.8% | epoch: 1 | remaining: 1200s    
step 00007 (0.4%) | loss: 7.776139 | lrm: 1.00 | dt: 354ms | tok/sec: 741,271 | mfu: 30.1% | epoch: 1 | remaining: 1200s    
step 00008 (0.4%) | loss: 7.586350 | lrm: 1.00 | dt: 352ms | tok/sec: 744,231 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00009 (0.5%) | loss: 7.396434 | lrm: 1.00 | dt: 356ms | tok/sec: 737,149 | mfu: 29.9% | epoch: 1 | remaining: 1200s    
step 00010 (0.6%) | loss: 7.219789 | lrm: 1.00 | dt: 353ms | tok/sec: 742,197 | mfu: 30.1% | epoch: 1 | remaining: 1200s    
step 00011 (0.6%) | loss: 7.049798 | lrm: 1.00 | dt: 352ms | tok/sec: 744,402 | mfu: 30.2% | epoch: 1 | remaining: 1200s    
step 00012 (0.7%) | loss: 6.894256 | lrm: 1.00 | dt: 356ms | tok/sec: 735,759 | mfu: 29.8% | epoch: 1 | remaining: 1199s    
step 00013 (0.7%) | loss: 6.754654 | lrm: 1.00 | dt: 355ms | tok/sec: 738,105 | mfu: 29.9% | epoch: 1 | remaining: 1199s    
step 00048 (2.7%) | loss: 5.042783 | lrm: 1.00 | dt: 354ms | tok/sec: 739,795 | mfu: 30.0% | epoch: 1 | remaining: 1186s    
step 00049 (2.7%) | loss: 5.013370 | lrm: 1.00 | dt: 356ms | tok/sec: 735,817 | mfu: 29.8% | epoch: 1 | remaining: 1186s    
step 00050 (2.8%) | loss: 4.989897 | lrm: 1.00 | dt: 356ms | tok/sec: 735,546 | mfu: 29.8% | epoch: 1 | remaining: 1186s    
step 00051 (2.8%) | loss: 4.963433 | lrm: 1.00 | dt: 356ms | tok/sec: 737,266 | mfu: 29.9% | epoch: 1 | remaining: 1185s    
step 00052 (2.9%) | loss: 4.939387 | lrm: 1.00 | dt: 357ms | tok/sec: 734,898 | mfu: 29.8% | epoch: 1 | remaining: 1185s    
step 00053 (2.9%) | loss: 4.915241 | lrm: 1.00 | dt: 355ms | tok/sec: 738,780 | mfu: 30.0% | epoch: 1 | remaining: 1185s    
step 00054 (3.0%) | loss: 4.887029 | lrm: 1.00 | dt: 357ms | tok/sec: 735,271 | mfu: 29.8% | epoch: 1 | remaining: 1184s    
step 00055 (3.1%) | loss: 4.863118 | lrm: 1.00 | dt: 356ms | tok/sec: 735,638 | mfu: 29.8% | epoch: 1 | remaining: 1184s    
step 00056 (3.1%) | loss: 4.840147 | lrm: 1.00 | dt: 356ms | tok/sec: 737,247 | mfu: 29.9% | epoch: 1 | remaining: 1184s    
step 00057 (3.2%) | loss: 4.817983 | lrm: 1.00 | dt: 358ms | tok/sec: 732,229 | mfu: 29.7% | epoch: 1 | remaining: 1183s    
step 00058 (3.2%) | loss: 4.795399 | lrm: 1.00 | dt: 356ms | tok/sec: 736,698 | mfu: 29.9% | epoch: 1 | remaining: 1183s    
step 00059 (3.3%) | loss: 4.772960 | lrm: 1.00 | dt: 354ms | tok/sec: 740,139 | mfu: 30.0% | epoch: 1 | remaining: 1183s    
step 00060 (3.3%) | loss: 4.752816 | lrm: 1.00 | dt: 357ms | tok/sec: 734,566 | mfu: 29.8% | epoch: 1 | remaining: 1182s    
step 00061 (3.4%) | loss: 4.727228 | lrm: 1.00 | dt: 355ms | tok/sec: 738,773 | mfu: 30.0% | epoch: 1 | remaining: 1182s    
step 00062 (3.4%) | loss: 4.703644 | lrm: 1.00 | dt: 356ms | tok/sec: 736,539 | mfu: 29.9% | epoch: 1 | remaining: 1181s    
step 00063 (3.5%) | loss: 4.679042 | lrm: 1.00 | dt: 356ms | tok/sec: 735,682 | mfu: 29.8% | epoch: 1 | remaining: 1181s    
step 00064 (3.6%) | loss: 4.654461 | lrm: 1.00 | dt: 355ms | tok/sec: 738,366 | mfu: 29.9% | epoch: 1 | remaining: 1181s    
step 00065 (3.6%) | loss: 4.628944 | lrm: 1.00 | dt: 355ms | tok/sec: 737,721 | mfu: 29.9% | epoch: 1 | remaining: 1180s    
step 00066 (3.7%) | loss: 4.606941 | lrm: 1.00 | dt: 357ms | tok/sec: 734,094 | mfu: 29.8% | epoch: 1 | remaining: 1180s    
step 00067 (3.7%) | loss: 4.584773 | lrm: 1.00 | dt: 356ms | tok/sec: 736,576 | mfu: 29.9% | epoch: 1 | remaining: 1180s    
step 00068 (3.8%) | loss: 4.558714 | lrm: 1.00 | dt: 356ms | tok/sec: 735,342 | mfu: 29.8% | epoch: 1 | remaining: 1179s    
step 00069 (3.8%) | loss: 4.531445 | lrm: 1.00 | dt: 358ms | tok/sec: 733,079 | mfu: 29.7% | epoch: 1 | remaining: 1179s    
step 00070 (3.9%) | loss: 4.503814 | lrm: 1.00 | dt: 355ms | tok/sec: 737,598 | mfu: 29.9% | epoch: 1 | remaining: 1179s    
step 00071 (3.9%) | loss: 4.480441 | lrm: 1.00 | dt: 356ms | tok/sec: 736,968 | mfu: 29.9% | epoch: 1 | remaining: 1178s    
step 00072 (4.0%) | loss: 4.457202 | lrm: 1.00 | dt: 358ms | tok/sec: 731,568 | mfu: 29.7% | epoch: 1 | remaining: 1178s    
step 00073 (4.1%) | loss: 4.433331 | lrm: 1.00 | dt: 357ms | tok/sec: 734,063 | mfu: 29.8% | epoch: 1 | remaining: 1178s    
step 00074 (4.1%) | loss: 4.412201 | lrm: 1.00 | dt: 355ms | tok/sec: 737,765 | mfu: 29.9% | epoch: 1 | remaining: 1177s    
step 00075 (4.2%) | loss: 4.389224 | lrm: 1.00 | dt: 355ms | tok/sec: 738,422 | mfu: 29.9% | epoch: 1 | remaining: 1177s    
step 00076 (4.2%) | loss: 4.366116 | lrm: 1.00 | dt: 357ms | tok/sec: 734,098 | mfu: 29.8% | epoch: 1 | remaining: 1177s    
step 00077 (4.3%) | loss: 4.344237 | lrm: 1.00 | dt: 356ms | tok/sec: 735,810 | mfu: 29.8% | epoch: 1 | remaining: 1176s    
step 00078 (4.3%) | loss: 4.325158 | lrm: 1.00 | dt: 358ms | tok/sec: 733,227 | mfu: 29.7% | epoch: 1 | remaining: 1176s    
step 00079 (4.4%) | loss: 4.304807 | lrm: 1.00 | dt: 357ms | tok/sec: 733,418 | mfu: 29.7% | epoch: 1 | remaining: 1175s    
step 00080 (4.4%) | loss: 4.278642 | lrm: 1.00 | dt: 355ms | tok/sec: 737,646 | mfu: 29.9% | epoch: 1 | remaining: 1175s    
step 00081 (4.5%) | loss: 4.255146 | lrm: 1.00 | dt: 355ms | tok/sec: 737,593 | mfu: 29.9% | epoch: 1 | remaining: 1175s    
step 00082 (4.6%) | loss: 4.230558 | lrm: 1.00 | dt: 358ms | tok/sec: 732,762 | mfu: 29.7% | epoch: 1 | remaining: 1174s    
step 00083 (4.6%) | loss: 4.209584 | lrm: 1.00 | dt: 356ms | tok/sec: 735,466 | mfu: 29.8% | epoch: 1 | remaining: 1174s    
step 00084 (4.7%) | loss: 4.190322 | lrm: 1.00 | dt: 357ms | tok/sec: 733,967 | mfu: 29.8% | epoch: 1 | remaining: 1174s    
step 00085 (4.7%) | loss: 4.170730 | lrm: 1.00 | dt: 358ms | tok/sec: 731,959 | mfu: 29.7% | epoch: 1 | remaining: 1173s    
step 00086 (4.8%) | loss: 4.151021 | lrm: 1.00 | dt: 355ms | tok/sec: 739,214 | mfu: 30.0% | epoch: 1 | remaining: 1173s    
step 00087 (4.8%) | loss: 4.130664 | lrm: 1.00 | dt: 355ms | tok/sec: 739,074 | mfu: 30.0% | epoch: 1 | remaining: 1173s    
step 00088 (4.9%) | loss: 4.106728 | lrm: 1.00 | dt: 359ms | tok/sec: 730,436 | mfu: 29.6% | epoch: 1 | remaining: 1172s    
step 00089 (4.9%) | loss: 4.088302 | lrm: 1.00 | dt: 356ms | tok/sec: 735,720 | mfu: 29.8% | epoch: 1 | remaining: 1172s    
step 00090 (5.0%) | loss: 4.067973 | lrm: 1.00 | dt: 357ms | tok/sec: 735,184 | mfu: 29.8% | epoch: 1 | remaining: 1172s    
step 00091 (5.1%) | loss: 4.051295 | lrm: 1.00 | dt: 357ms | tok/sec: 733,361 | mfu: 29.7% | epoch: 1 | remaining: 1171s    
step 00092 (5.1%) | loss: 4.030319 | lrm: 1.00 | dt: 356ms | tok/sec: 736,447 | mfu: 29.9% | epoch: 1 | remaining: 1171s    
step 00093 (5.2%) | loss: 4.012915 | lrm: 1.00 | dt: 356ms | tok/sec: 735,336 | mfu: 29.8% | epoch: 1 | remaining: 1170s    
step 00094 (5.2%) | loss: 3.992454 | lrm: 1.00 | dt: 358ms | tok/sec: 733,167 | mfu: 29.7% | epoch: 1 | remaining: 1170s    
step 00095 (5.3%) | loss: 3.967225 | lrm: 1.00 | dt: 357ms | tok/sec: 734,162 | mfu: 29.8% | epoch: 1 | remaining: 1170s    
step 00096 (5.3%) | loss: 3.949656 | lrm: 1.00 | dt: 358ms | tok/sec: 731,634 | mfu: 29.7% | epoch: 1 | remaining: 1169s    
step 00097 (5.4%) | loss: 3.938573 | lrm: 1.00 | dt: 358ms | tok/sec: 731,397 | mfu: 29.7% | epoch: 1 | remaining: 1169s    
step 00098 (5.4%) | loss: 3.925031 | lrm: 1.00 | dt: 357ms | tok/sec: 733,585 | mfu: 29.7% | epoch: 1 | remaining: 1169s    
step 00099 (5.5%) | loss: 3.909514 | lrm: 1.00 | dt: 356ms | tok/sec: 736,974 | mfu: 29.9% | epoch: 1 | remaining: 1168s    
step 00100 (5.6%) | loss: 3.894215 | lrm: 1.00 | dt: 355ms | tok/sec: 737,863 | mfu: 29.9% | epoch: 1 | remaining: 1168s    
step 00101 (5.6%) | loss: 3.877944 | lrm: 1.00 | dt: 357ms | tok/sec: 734,024 | mfu: 29.8% | epoch: 1 | remaining: 1168s    
step 00102 (5.7%) | loss: 3.862915 | lrm: 1.00 | dt: 358ms | tok/sec: 732,776 | mfu: 29.7% | epoch: 1 | remaining: 1167s    
step 00103 (5.7%) | loss: 3.851892 | lrm: 1.00 | dt: 358ms | tok/sec: 733,145 | mfu: 29.7% | epoch: 1 | remaining: 1167s    
step 00104 (5.8%) | loss: 3.837595 | lrm: 1.00 | dt: 359ms | tok/sec: 730,898 | mfu: 29.6% | epoch: 1 | remaining: 1167s    
step 00105 (5.8%) | loss: 3.823882 | lrm: 1.00 | dt: 356ms | tok/sec: 736,009 | mfu: 29.8% | epoch: 1 | remaining: 1166s    
step 00106 (5.9%) | loss: 3.812411 | lrm: 1.00 | dt: 357ms | tok/sec: 734,190 | mfu: 29.8% | epoch: 1 | remaining: 1166s    
step 00107 (5.9%) | loss: 3.804746 | lrm: 1.00 | dt: 356ms | tok/sec: 736,283 | mfu: 29.9% | epoch: 1 | remaining: 1165s    
step 00108 (6.0%) | loss: 3.796981 | lrm: 1.00 | dt: 357ms | tok/sec: 733,878 | mfu: 29.8% | epoch: 1 | remaining: 1165s    
step 00109 (6.1%) | loss: 3.787132 | lrm: 1.00 | dt: 357ms | tok/sec: 733,331 | mfu: 29.7% | epoch: 1 | remaining: 1165s    
step 00110 (6.1%) | loss: 3.778876 | lrm: 1.00 | dt: 360ms | tok/sec: 727,232 | mfu: 29.5% | epoch: 1 | remaining: 1164s    
step 00111 (6.2%) | loss: 3.767466 | lrm: 1.00 | dt: 356ms | tok/sec: 735,365 | mfu: 29.8% | epoch: 1 | remaining: 1164s    
step 00112 (6.2%) | loss: 3.754745 | lrm: 1.00 | dt: 359ms | tok/sec: 731,007 | mfu: 29.6% | epoch: 1 | remaining: 1164s    
step 00113 (6.3%) | loss: 3.750049 | lrm: 1.00 | dt: 358ms | tok/sec: 732,552 | mfu: 29.7% | epoch: 1 | remaining: 1163s    
step 00114 (6.3%) | loss: 3.741068 | lrm: 1.00 | dt: 355ms | tok/sec: 738,707 | mfu: 30.0% | epoch: 1 | remaining: 1163s    
step 00115 (6.4%) | loss: 3.731373 | lrm: 1.00 | dt: 355ms | tok/sec: 737,782 | mfu: 29.9% | epoch: 1 | remaining: 1163s    
step 00116 (6.4%) | loss: 3.719432 | lrm: 1.00 | dt: 356ms | tok/sec: 735,336 | mfu: 29.8% | epoch: 1 | remaining: 1162s    
step 00117 (6.5%) | loss: 3.708135 | lrm: 1.00 | dt: 357ms | tok/sec: 733,694 | mfu: 29.8% | epoch: 1 | remaining: 1162s    
step 00118 (6.6%) | loss: 3.701472 | lrm: 1.00 | dt: 359ms | tok/sec: 731,106 | mfu: 29.6% | epoch: 1 | remaining: 1162s    
step 00119 (6.6%) | loss: 3.696488 | lrm: 1.00 | dt: 358ms | tok/sec: 731,754 | mfu: 29.7% | epoch: 1 | remaining: 1161s    
step 00120 (6.7%) | loss: 3.686364 | lrm: 1.00 | dt: 357ms | tok/sec: 733,382 | mfu: 29.7% | epoch: 1 | remaining: 1161s    
step 00121 (6.7%) | loss: 3.679342 | lrm: 1.00 | dt: 356ms | tok/sec: 736,793 | mfu: 29.9% | epoch: 1 | remaining: 1160s    
step 00122 (6.8%) | loss: 3.670943 | lrm: 1.00 | dt: 355ms | tok/sec: 738,645 | mfu: 30.0% | epoch: 1 | remaining: 1160s    
step 00123 (6.8%) | loss: 3.661041 | lrm: 1.00 | dt: 358ms | tok/sec: 732,964 | mfu: 29.7% | epoch: 1 | remaining: 1160s    
step 00124 (6.9%) | loss: 3.658157 | lrm: 1.00 | dt: 360ms | tok/sec: 729,155 | mfu: 29.6% | epoch: 1 | remaining: 1159s    
step 00125 (6.9%) | loss: 3.653696 | lrm: 1.00 | dt: 357ms | tok/sec: 733,978 | mfu: 29.8% | epoch: 1 | remaining: 1159s    
step 00126 (7.0%) | loss: 3.645483 | lrm: 1.00 | dt: 359ms | tok/sec: 729,690 | mfu: 29.6% | epoch: 1 | remaining: 1159s    
step 00127 (7.1%) | loss: 3.640018 | lrm: 1.00 | dt: 360ms | tok/sec: 727,438 | mfu: 29.5% | epoch: 1 | remaining: 1158s    
step 00128 (7.1%) | loss: 3.629050 | lrm: 1.00 | dt: 360ms | tok/sec: 728,544 | mfu: 29.5% | epoch: 1 | remaining: 1158s    
step 00129 (7.2%) | loss: 3.623334 | lrm: 1.00 | dt: 359ms | tok/sec: 730,271 | mfu: 29.6% | epoch: 1 | remaining: 1158s    
step 00130 (7.2%) | loss: 3.616168 | lrm: 1.00 | dt: 358ms | tok/sec: 732,463 | mfu: 29.7% | epoch: 1 | remaining: 1157s    
step 00131 (7.3%) | loss: 3.605254 | lrm: 1.00 | dt: 357ms | tok/sec: 734,714 | mfu: 29.8% | epoch: 1 | remaining: 1157s    
step 00132 (7.3%) | loss: 3.602200 | lrm: 1.00 | dt: 357ms | tok/sec: 733,792 | mfu: 29.8% | epoch: 1 | remaining: 1157s    
step 00133 (7.4%) | loss: 3.597500 | lrm: 1.00 | dt: 356ms | tok/sec: 737,394 | mfu: 29.9% | epoch: 1 | remaining: 1156s    
step 00134 (7.4%) | loss: 3.595651 | lrm: 1.00 | dt: 360ms | tok/sec: 728,688 | mfu: 29.5% | epoch: 1 | remaining: 1156s    
step 00135 (7.5%) | loss: 3.591540 | lrm: 1.00 | dt: 359ms | tok/sec: 730,967 | mfu: 29.6% | epoch: 1 | remaining: 1155s    
step 00136 (7.6%) | loss: 3.587012 | lrm: 1.00 | dt: 357ms | tok/sec: 733,954 | mfu: 29.8% | epoch: 1 | remaining: 1155s    
step 00137 (7.6%) | loss: 3.583084 | lrm: 1.00 | dt: 358ms | tok/sec: 732,919 | mfu: 29.7% | epoch: 1 | remaining: 1155s    
step 00138 (7.7%) | loss: 3.578962 | lrm: 1.00 | dt: 361ms | tok/sec: 726,857 | mfu: 29.5% | epoch: 1 | remaining: 1154s    
step 00139 (7.7%) | loss: 3.576911 | lrm: 1.00 | dt: 358ms | tok/sec: 732,658 | mfu: 29.7% | epoch: 1 | remaining: 1154s    
step 00140 (7.8%) | loss: 3.570236 | lrm: 1.00 | dt: 355ms | tok/sec: 739,076 | mfu: 30.0% | epoch: 1 | remaining: 1154s    
step 00141 (7.8%) | loss: 3.564085 | lrm: 1.00 | dt: 357ms | tok/sec: 734,088 | mfu: 29.8% | epoch: 1 | remaining: 1153s    
step 00142 (7.9%) | loss: 3.555599 | lrm: 1.00 | dt: 356ms | tok/sec: 736,324 | mfu: 29.9% | epoch: 1 | remaining: 1153s    
step 00143 (7.9%) | loss: 3.555307 | lrm: 1.00 | dt: 355ms | tok/sec: 737,636 | mfu: 29.9% | epoch: 1 | remaining: 1153s    
step 00144 (8.0%) | loss: 3.542278 | lrm: 1.00 | dt: 359ms | tok/sec: 730,690 | mfu: 29.6% | epoch: 1 | remaining: 1152s    
step 00145 (8.1%) | loss: 3.536868 | lrm: 1.00 | dt: 360ms | tok/sec: 728,144 | mfu: 29.5% | epoch: 1 | remaining: 1152s    
step 00146 (8.1%) | loss: 3.538460 | lrm: 1.00 | dt: 358ms | tok/sec: 732,679 | mfu: 29.7% | epoch: 1 | remaining: 1151s    
step 00147 (8.2%) | loss: 3.528297 | lrm: 1.00 | dt: 357ms | tok/sec: 733,516 | mfu: 29.7% | epoch: 1 | remaining: 1151s    
step 00148 (8.2%) | loss: 3.526259 | lrm: 1.00 | dt: 357ms | tok/sec: 734,988 | mfu: 29.8% | epoch: 1 | remaining: 1151s    
step 00149 (8.3%) | loss: 3.518571 | lrm: 1.00 | dt: 356ms | tok/sec: 737,343 | mfu: 29.9% | epoch: 1 | remaining: 1150s    
step 00150 (8.3%) | loss: 3.514533 | lrm: 1.00 | dt: 356ms | tok/sec: 736,100 | mfu: 29.8% | epoch: 1 | remaining: 1150s    
step 00151 (8.4%) | loss: 3.512873 | lrm: 1.00 | dt: 358ms | tok/sec: 732,679 | mfu: 29.7% | epoch: 1 | remaining: 1150s    
step 00152 (8.4%) | loss: 3.508817 | lrm: 1.00 | dt: 358ms | tok/sec: 732,603 | mfu: 29.7% | epoch: 1 | remaining: 1149s    
step 00153 (8.5%) | loss: 3.506759 | lrm: 1.00 | dt: 359ms | tok/sec: 730,191 | mfu: 29.6% | epoch: 1 | remaining: 1149s    
step 00154 (8.6%) | loss: 3.505677 | lrm: 1.00 | dt: 358ms | tok/sec: 732,676 | mfu: 29.7% | epoch: 1 | remaining: 1149s    
