Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSSSSLLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 44,237,600
  scalars                 : 18
  total                   : 80,937,778
Estimated FLOPs per token: 3.617635e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011345 | lrm: 1.00 | dt: 23979ms | tok/sec: 10,932 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00016 (0.8%) | loss: 5.890437 | lrm: 1.00 | dt: 464ms | tok/sec: 564,456 | mfu: 20.6% | epoch: 1 | remaining: 297s    
step 00017 (0.9%) | loss: 5.833401 | lrm: 1.00 | dt: 458ms | tok/sec: 572,246 | mfu: 20.9% | epoch: 1 | remaining: 297s    
step 00018 (1.1%) | loss: 5.783144 | lrm: 1.00 | dt: 461ms | tok/sec: 568,628 | mfu: 20.8% | epoch: 1 | remaining: 296s    
step 00019 (1.2%) | loss: 5.735718 | lrm: 1.00 | dt: 459ms | tok/sec: 571,379 | mfu: 20.9% | epoch: 1 | remaining: 296s    
step 00020 (1.4%) | loss: 5.690674 | lrm: 1.00 | dt: 460ms | tok/sec: 570,430 | mfu: 20.9% | epoch: 1 | remaining: 295s    
step 00021 (1.5%) | loss: 5.649569 | lrm: 1.00 | dt: 461ms | tok/sec: 569,196 | mfu: 20.8% | epoch: 1 | remaining: 295s    
step 00022 (1.7%) | loss: 5.612745 | lrm: 1.00 | dt: 462ms | tok/sec: 567,823 | mfu: 20.8% | epoch: 1 | remaining: 295s    
step 00023 (1.8%) | loss: 5.576638 | lrm: 1.00 | dt: 459ms | tok/sec: 571,281 | mfu: 20.9% | epoch: 1 | remaining: 294s    
step 00024 (2.0%) | loss: 5.542369 | lrm: 1.00 | dt: 461ms | tok/sec: 568,286 | mfu: 20.8% | epoch: 1 | remaining: 294s    
step 00025 (2.1%) | loss: 5.507625 | lrm: 1.00 | dt: 458ms | tok/sec: 572,727 | mfu: 20.9% | epoch: 1 | remaining: 293s    
step 00026 (2.3%) | loss: 5.473434 | lrm: 1.00 | dt: 461ms | tok/sec: 568,739 | mfu: 20.8% | epoch: 1 | remaining: 293s    
step 00027 (2.4%) | loss: 5.440308 | lrm: 1.00 | dt: 461ms | tok/sec: 568,070 | mfu: 20.8% | epoch: 1 | remaining: 292s    
step 00028 (2.6%) | loss: 5.410989 | lrm: 1.00 | dt: 458ms | tok/sec: 572,903 | mfu: 20.9% | epoch: 1 | remaining: 292s    
step 00029 (2.7%) | loss: 5.381531 | lrm: 1.00 | dt: 462ms | tok/sec: 566,817 | mfu: 20.7% | epoch: 1 | remaining: 291s    
step 00030 (2.9%) | loss: 5.349018 | lrm: 1.00 | dt: 458ms | tok/sec: 572,781 | mfu: 20.9% | epoch: 1 | remaining: 291s    
step 00031 (3.1%) | loss: 5.319944 | lrm: 1.00 | dt: 461ms | tok/sec: 568,573 | mfu: 20.8% | epoch: 1 | remaining: 290s    
step 00032 (3.2%) | loss: 5.291894 | lrm: 1.00 | dt: 461ms | tok/sec: 568,789 | mfu: 20.8% | epoch: 1 | remaining: 290s    
step 00033 (3.4%) | loss: 5.264459 | lrm: 1.00 | dt: 459ms | tok/sec: 570,936 | mfu: 20.9% | epoch: 1 | remaining: 289s    
step 00034 (3.5%) | loss: 5.236511 | lrm: 1.00 | dt: 460ms | tok/sec: 569,525 | mfu: 20.8% | epoch: 1 | remaining: 289s    
step 00035 (3.7%) | loss: 5.208085 | lrm: 1.00 | dt: 459ms | tok/sec: 570,908 | mfu: 20.9% | epoch: 1 | remaining: 289s    
step 00036 (3.8%) | loss: 5.180508 | lrm: 1.00 | dt: 461ms | tok/sec: 568,721 | mfu: 20.8% | epoch: 1 | remaining: 288s    
step 00037 (4.0%) | loss: 5.153736 | lrm: 1.00 | dt: 460ms | tok/sec: 569,428 | mfu: 20.8% | epoch: 1 | remaining: 288s    
step 00038 (4.1%) | loss: 5.125334 | lrm: 1.00 | dt: 458ms | tok/sec: 572,380 | mfu: 20.9% | epoch: 1 | remaining: 287s    
step 00039 (4.3%) | loss: 5.097016 | lrm: 1.00 | dt: 461ms | tok/sec: 568,596 | mfu: 20.8% | epoch: 1 | remaining: 287s    
step 00040 (4.4%) | loss: 5.072161 | lrm: 1.00 | dt: 457ms | tok/sec: 574,167 | mfu: 21.0% | epoch: 1 | remaining: 286s    
step 00041 (4.6%) | loss: 5.043739 | lrm: 1.00 | dt: 458ms | tok/sec: 572,534 | mfu: 20.9% | epoch: 1 | remaining: 286s    
step 00042 (4.7%) | loss: 5.019630 | lrm: 1.00 | dt: 461ms | tok/sec: 568,705 | mfu: 20.8% | epoch: 1 | remaining: 285s    
step 00043 (4.9%) | loss: 4.991554 | lrm: 1.00 | dt: 458ms | tok/sec: 571,998 | mfu: 20.9% | epoch: 1 | remaining: 285s    
step 00044 (5.0%) | loss: 4.965708 | lrm: 1.00 | dt: 461ms | tok/sec: 569,080 | mfu: 20.8% | epoch: 1 | remaining: 284s    
step 00045 (5.2%) | loss: 4.941708 | lrm: 1.00 | dt: 453ms | tok/sec: 579,136 | mfu: 21.2% | epoch: 1 | remaining: 284s    
step 00046 (5.3%) | loss: 4.915701 | lrm: 1.00 | dt: 452ms | tok/sec: 579,392 | mfu: 21.2% | epoch: 1 | remaining: 283s    
step 00047 (5.5%) | loss: 4.888927 | lrm: 1.00 | dt: 454ms | tok/sec: 576,926 | mfu: 21.1% | epoch: 1 | remaining: 283s    
step 00048 (5.7%) | loss: 4.864050 | lrm: 1.00 | dt: 455ms | tok/sec: 576,354 | mfu: 21.1% | epoch: 1 | remaining: 283s    
step 00049 (5.8%) | loss: 4.835388 | lrm: 1.00 | dt: 452ms | tok/sec: 580,592 | mfu: 21.2% | epoch: 1 | remaining: 282s    
step 00050 (6.0%) | loss: 4.813843 | lrm: 1.00 | dt: 457ms | tok/sec: 573,071 | mfu: 21.0% | epoch: 1 | remaining: 282s    
step 00051 (6.1%) | loss: 4.787644 | lrm: 1.00 | dt: 460ms | tok/sec: 569,267 | mfu: 20.8% | epoch: 1 | remaining: 281s    
step 00052 (6.3%) | loss: 4.764568 | lrm: 1.00 | dt: 457ms | tok/sec: 573,763 | mfu: 21.0% | epoch: 1 | remaining: 281s    
step 00053 (6.4%) | loss: 4.742190 | lrm: 1.00 | dt: 461ms | tok/sec: 568,509 | mfu: 20.8% | epoch: 1 | remaining: 280s    
step 00054 (6.6%) | loss: 4.717585 | lrm: 1.00 | dt: 458ms | tok/sec: 572,205 | mfu: 20.9% | epoch: 1 | remaining: 280s    
step 00055 (6.7%) | loss: 4.698152 | lrm: 1.00 | dt: 458ms | tok/sec: 572,304 | mfu: 20.9% | epoch: 1 | remaining: 279s    
step 00056 (6.9%) | loss: 4.676959 | lrm: 1.00 | dt: 460ms | tok/sec: 569,815 | mfu: 20.8% | epoch: 1 | remaining: 279s    
step 00057 (7.0%) | loss: 4.655121 | lrm: 1.00 | dt: 460ms | tok/sec: 570,035 | mfu: 20.8% | epoch: 1 | remaining: 278s    
step 00058 (7.2%) | loss: 4.633147 | lrm: 1.00 | dt: 458ms | tok/sec: 572,895 | mfu: 20.9% | epoch: 1 | remaining: 278s    
step 00059 (7.3%) | loss: 4.611053 | lrm: 1.00 | dt: 454ms | tok/sec: 577,257 | mfu: 21.1% | epoch: 1 | remaining: 278s    
step 00060 (7.5%) | loss: 4.590744 | lrm: 1.00 | dt: 454ms | tok/sec: 577,305 | mfu: 21.1% | epoch: 1 | remaining: 277s    
step 00061 (7.6%) | loss: 4.566129 | lrm: 1.00 | dt: 457ms | tok/sec: 573,988 | mfu: 21.0% | epoch: 1 | remaining: 277s    
step 00062 (7.8%) | loss: 4.543246 | lrm: 1.00 | dt: 459ms | tok/sec: 571,542 | mfu: 20.9% | epoch: 1 | remaining: 276s    
step 00063 (7.9%) | loss: 4.520015 | lrm: 1.00 | dt: 463ms | tok/sec: 565,874 | mfu: 20.7% | epoch: 1 | remaining: 276s    
step 00064 (8.1%) | loss: 4.497506 | lrm: 1.00 | dt: 458ms | tok/sec: 572,617 | mfu: 20.9% | epoch: 1 | remaining: 275s    
step 00065 (8.2%) | loss: 4.474298 | lrm: 1.00 | dt: 461ms | tok/sec: 568,915 | mfu: 20.8% | epoch: 1 | remaining: 275s    
step 00066 (8.4%) | loss: 4.455595 | lrm: 1.00 | dt: 459ms | tok/sec: 571,162 | mfu: 20.9% | epoch: 1 | remaining: 274s    
step 00067 (8.6%) | loss: 4.435071 | lrm: 1.00 | dt: 459ms | tok/sec: 570,917 | mfu: 20.9% | epoch: 1 | remaining: 274s    
step 00068 (8.7%) | loss: 4.410680 | lrm: 1.00 | dt: 462ms | tok/sec: 567,834 | mfu: 20.8% | epoch: 1 | remaining: 273s    
step 00069 (8.9%) | loss: 4.385719 | lrm: 1.00 | dt: 458ms | tok/sec: 572,435 | mfu: 20.9% | epoch: 1 | remaining: 273s    
step 00070 (9.0%) | loss: 4.361425 | lrm: 1.00 | dt: 461ms | tok/sec: 568,407 | mfu: 20.8% | epoch: 1 | remaining: 273s    
step 00071 (9.2%) | loss: 4.341324 | lrm: 1.00 | dt: 459ms | tok/sec: 571,158 | mfu: 20.9% | epoch: 1 | remaining: 272s    
step 00072 (9.3%) | loss: 4.321011 | lrm: 1.00 | dt: 460ms | tok/sec: 569,444 | mfu: 20.8% | epoch: 1 | remaining: 272s    
step 00073 (9.5%) | loss: 4.300516 | lrm: 1.00 | dt: 460ms | tok/sec: 569,454 | mfu: 20.8% | epoch: 1 | remaining: 271s    
step 00074 (9.6%) | loss: 4.283019 | lrm: 1.00 | dt: 460ms | tok/sec: 569,607 | mfu: 20.8% | epoch: 1 | remaining: 271s    
step 00075 (9.8%) | loss: 4.263014 | lrm: 1.00 | dt: 460ms | tok/sec: 569,911 | mfu: 20.8% | epoch: 1 | remaining: 270s    
step 00076 (9.9%) | loss: 4.242941 | lrm: 1.00 | dt: 460ms | tok/sec: 570,061 | mfu: 20.8% | epoch: 1 | remaining: 270s    
step 00077 (10.1%) | loss: 4.224142 | lrm: 1.00 | dt: 460ms | tok/sec: 569,345 | mfu: 20.8% | epoch: 1 | remaining: 269s    
step 00078 (10.2%) | loss: 4.207927 | lrm: 1.00 | dt: 462ms | tok/sec: 568,000 | mfu: 20.8% | epoch: 1 | remaining: 269s    
step 00079 (10.4%) | loss: 4.190521 | lrm: 1.00 | dt: 459ms | tok/sec: 571,628 | mfu: 20.9% | epoch: 1 | remaining: 268s    
step 00080 (10.5%) | loss: 4.167593 | lrm: 1.00 | dt: 460ms | tok/sec: 569,872 | mfu: 20.8% | epoch: 1 | remaining: 268s    
step 00081 (10.7%) | loss: 4.145731 | lrm: 1.00 | dt: 460ms | tok/sec: 570,114 | mfu: 20.8% | epoch: 1 | remaining: 267s    
step 00082 (10.9%) | loss: 4.121960 | lrm: 1.00 | dt: 460ms | tok/sec: 569,419 | mfu: 20.8% | epoch: 1 | remaining: 267s    
step 00083 (11.0%) | loss: 4.103561 | lrm: 1.00 | dt: 463ms | tok/sec: 566,746 | mfu: 20.7% | epoch: 1 | remaining: 267s    
step 00084 (11.2%) | loss: 4.087343 | lrm: 1.00 | dt: 458ms | tok/sec: 572,619 | mfu: 20.9% | epoch: 1 | remaining: 266s    
step 00085 (11.3%) | loss: 4.070410 | lrm: 1.00 | dt: 460ms | tok/sec: 569,577 | mfu: 20.8% | epoch: 1 | remaining: 266s    
step 00086 (11.5%) | loss: 4.053553 | lrm: 1.00 | dt: 459ms | tok/sec: 571,015 | mfu: 20.9% | epoch: 1 | remaining: 265s    
step 00087 (11.6%) | loss: 4.035634 | lrm: 1.00 | dt: 460ms | tok/sec: 569,448 | mfu: 20.8% | epoch: 1 | remaining: 265s    
step 00088 (11.8%) | loss: 4.013951 | lrm: 1.00 | dt: 461ms | tok/sec: 569,001 | mfu: 20.8% | epoch: 1 | remaining: 264s    
step 00089 (11.9%) | loss: 3.998780 | lrm: 1.00 | dt: 458ms | tok/sec: 571,964 | mfu: 20.9% | epoch: 1 | remaining: 264s    
step 00090 (12.1%) | loss: 3.983032 | lrm: 1.00 | dt: 461ms | tok/sec: 568,127 | mfu: 20.8% | epoch: 1 | remaining: 263s    
step 00091 (12.2%) | loss: 3.970170 | lrm: 1.00 | dt: 459ms | tok/sec: 571,532 | mfu: 20.9% | epoch: 1 | remaining: 263s    
step 00092 (12.4%) | loss: 3.951528 | lrm: 1.00 | dt: 460ms | tok/sec: 569,366 | mfu: 20.8% | epoch: 1 | remaining: 262s    
step 00093 (12.5%) | loss: 3.938456 | lrm: 1.00 | dt: 461ms | tok/sec: 568,243 | mfu: 20.8% | epoch: 1 | remaining: 262s    
step 00094 (12.7%) | loss: 3.921321 | lrm: 1.00 | dt: 457ms | tok/sec: 573,095 | mfu: 21.0% | epoch: 1 | remaining: 261s    
step 00095 (12.8%) | loss: 3.897064 | lrm: 1.00 | dt: 463ms | tok/sec: 566,488 | mfu: 20.7% | epoch: 1 | remaining: 261s    
step 00096 (13.0%) | loss: 3.880859 | lrm: 1.00 | dt: 457ms | tok/sec: 573,487 | mfu: 21.0% | epoch: 1 | remaining: 261s    
step 00097 (13.2%) | loss: 3.872969 | lrm: 1.00 | dt: 462ms | tok/sec: 567,665 | mfu: 20.8% | epoch: 1 | remaining: 260s    
step 00098 (13.3%) | loss: 3.861562 | lrm: 1.00 | dt: 460ms | tok/sec: 569,895 | mfu: 20.8% | epoch: 1 | remaining: 260s    
step 00099 (13.5%) | loss: 3.848267 | lrm: 1.00 | dt: 458ms | tok/sec: 572,209 | mfu: 20.9% | epoch: 1 | remaining: 259s    
step 00100 (13.6%) | loss: 3.835073 | lrm: 1.00 | dt: 462ms | tok/sec: 567,130 | mfu: 20.7% | epoch: 1 | remaining: 259s    
step 00101 (13.8%) | loss: 3.820895 | lrm: 1.00 | dt: 458ms | tok/sec: 571,786 | mfu: 20.9% | epoch: 1 | remaining: 258s    
step 00102 (13.9%) | loss: 3.808414 | lrm: 1.00 | dt: 460ms | tok/sec: 569,856 | mfu: 20.8% | epoch: 1 | remaining: 258s    
step 00103 (14.1%) | loss: 3.798669 | lrm: 1.00 | dt: 451ms | tok/sec: 580,639 | mfu: 21.2% | epoch: 1 | remaining: 257s    
step 00104 (14.2%) | loss: 3.786703 | lrm: 1.00 | dt: 449ms | tok/sec: 584,412 | mfu: 21.4% | epoch: 1 | remaining: 257s    
step 00105 (14.4%) | loss: 3.774848 | lrm: 1.00 | dt: 457ms | tok/sec: 573,096 | mfu: 21.0% | epoch: 1 | remaining: 256s    
step 00106 (14.5%) | loss: 3.764093 | lrm: 1.00 | dt: 458ms | tok/sec: 572,356 | mfu: 20.9% | epoch: 1 | remaining: 256s    
step 00107 (14.7%) | loss: 3.755630 | lrm: 1.00 | dt: 447ms | tok/sec: 586,660 | mfu: 21.4% | epoch: 1 | remaining: 256s    
step 00108 (14.8%) | loss: 3.748820 | lrm: 1.00 | dt: 456ms | tok/sec: 575,160 | mfu: 21.0% | epoch: 1 | remaining: 255s    
step 00109 (15.0%) | loss: 3.741660 | lrm: 1.00 | dt: 453ms | tok/sec: 578,631 | mfu: 21.2% | epoch: 1 | remaining: 255s    
step 00110 (15.1%) | loss: 3.735284 | lrm: 1.00 | dt: 453ms | tok/sec: 578,713 | mfu: 21.2% | epoch: 1 | remaining: 254s    
step 00111 (15.3%) | loss: 3.725722 | lrm: 1.00 | dt: 453ms | tok/sec: 578,431 | mfu: 21.1% | epoch: 1 | remaining: 254s    
step 00112 (15.4%) | loss: 3.714346 | lrm: 1.00 | dt: 460ms | tok/sec: 570,311 | mfu: 20.9% | epoch: 1 | remaining: 253s    
step 00113 (15.6%) | loss: 3.711167 | lrm: 1.00 | dt: 456ms | tok/sec: 574,443 | mfu: 21.0% | epoch: 1 | remaining: 253s    
step 00114 (15.7%) | loss: 3.702373 | lrm: 1.00 | dt: 449ms | tok/sec: 584,169 | mfu: 21.4% | epoch: 1 | remaining: 252s    
step 00115 (15.9%) | loss: 3.694977 | lrm: 1.00 | dt: 455ms | tok/sec: 575,929 | mfu: 21.1% | epoch: 1 | remaining: 252s    
step 00116 (16.0%) | loss: 3.685217 | lrm: 1.00 | dt: 455ms | tok/sec: 575,733 | mfu: 21.0% | epoch: 1 | remaining: 251s    
step 00117 (16.2%) | loss: 3.675840 | lrm: 1.00 | dt: 449ms | tok/sec: 584,193 | mfu: 21.4% | epoch: 1 | remaining: 251s    
step 00118 (16.3%) | loss: 3.669938 | lrm: 1.00 | dt: 458ms | tok/sec: 571,992 | mfu: 20.9% | epoch: 1 | remaining: 251s    
step 00119 (16.5%) | loss: 3.666196 | lrm: 1.00 | dt: 457ms | tok/sec: 574,065 | mfu: 21.0% | epoch: 1 | remaining: 250s    
step 00120 (16.6%) | loss: 3.656872 | lrm: 1.00 | dt: 451ms | tok/sec: 581,364 | mfu: 21.3% | epoch: 1 | remaining: 250s    
step 00121 (16.8%) | loss: 3.652548 | lrm: 1.00 | dt: 454ms | tok/sec: 577,622 | mfu: 21.1% | epoch: 1 | remaining: 249s    
step 00122 (16.9%) | loss: 3.645730 | lrm: 1.00 | dt: 455ms | tok/sec: 576,615 | mfu: 21.1% | epoch: 1 | remaining: 249s    
step 00123 (17.1%) | loss: 3.637396 | lrm: 1.00 | dt: 461ms | tok/sec: 568,255 | mfu: 20.8% | epoch: 1 | remaining: 248s    
step 00124 (17.3%) | loss: 3.635981 | lrm: 1.00 | dt: 456ms | tok/sec: 575,203 | mfu: 21.0% | epoch: 1 | remaining: 248s    
step 00125 (17.4%) | loss: 3.632121 | lrm: 1.00 | dt: 450ms | tok/sec: 582,087 | mfu: 21.3% | epoch: 1 | remaining: 247s    
step 00126 (17.6%) | loss: 3.624659 | lrm: 1.00 | dt: 453ms | tok/sec: 578,616 | mfu: 21.2% | epoch: 1 | remaining: 247s    
step 00127 (17.7%) | loss: 3.621032 | lrm: 1.00 | dt: 457ms | tok/sec: 573,208 | mfu: 21.0% | epoch: 1 | remaining: 246s    
step 00128 (17.9%) | loss: 3.610692 | lrm: 1.00 | dt: 457ms | tok/sec: 573,214 | mfu: 21.0% | epoch: 1 | remaining: 246s    
step 00129 (18.0%) | loss: 3.605014 | lrm: 1.00 | dt: 450ms | tok/sec: 582,135 | mfu: 21.3% | epoch: 1 | remaining: 246s    
step 00130 (18.2%) | loss: 3.597687 | lrm: 1.00 | dt: 455ms | tok/sec: 575,618 | mfu: 21.0% | epoch: 1 | remaining: 245s    
step 00131 (18.3%) | loss: 3.586239 | lrm: 1.00 | dt: 458ms | tok/sec: 572,273 | mfu: 20.9% | epoch: 1 | remaining: 245s    
step 00132 (18.5%) | loss: 3.583148 | lrm: 1.00 | dt: 462ms | tok/sec: 567,467 | mfu: 20.7% | epoch: 1 | remaining: 244s    
step 00133 (18.6%) | loss: 3.580024 | lrm: 1.00 | dt: 458ms | tok/sec: 572,816 | mfu: 20.9% | epoch: 1 | remaining: 244s    
step 00134 (18.8%) | loss: 3.578708 | lrm: 1.00 | dt: 462ms | tok/sec: 567,917 | mfu: 20.8% | epoch: 1 | remaining: 243s    
step 00135 (18.9%) | loss: 3.574909 | lrm: 1.00 | dt: 459ms | tok/sec: 571,738 | mfu: 20.9% | epoch: 1 | remaining: 243s    
step 00136 (19.1%) | loss: 3.571475 | lrm: 1.00 | dt: 461ms | tok/sec: 569,118 | mfu: 20.8% | epoch: 1 | remaining: 242s    
step 00137 (19.2%) | loss: 3.568530 | lrm: 1.00 | dt: 460ms | tok/sec: 570,419 | mfu: 20.9% | epoch: 1 | remaining: 242s    
step 00138 (19.4%) | loss: 3.565276 | lrm: 1.00 | dt: 457ms | tok/sec: 574,130 | mfu: 21.0% | epoch: 1 | remaining: 241s    
step 00139 (19.5%) | loss: 3.563035 | lrm: 1.00 | dt: 450ms | tok/sec: 582,628 | mfu: 21.3% | epoch: 1 | remaining: 241s    
step 00140 (19.7%) | loss: 3.556576 | lrm: 1.00 | dt: 455ms | tok/sec: 576,628 | mfu: 21.1% | epoch: 1 | remaining: 240s    
step 00141 (19.8%) | loss: 3.551252 | lrm: 1.00 | dt: 461ms | tok/sec: 568,867 | mfu: 20.8% | epoch: 1 | remaining: 240s    
step 00142 (20.0%) | loss: 3.543962 | lrm: 1.00 | dt: 457ms | tok/sec: 573,085 | mfu: 21.0% | epoch: 1 | remaining: 240s    
step 00143 (20.1%) | loss: 3.545173 | lrm: 1.00 | dt: 460ms | tok/sec: 570,293 | mfu: 20.9% | epoch: 1 | remaining: 239s    
step 00144 (20.3%) | loss: 3.532776 | lrm: 1.00 | dt: 461ms | tok/sec: 569,123 | mfu: 20.8% | epoch: 1 | remaining: 239s    
step 00145 (20.4%) | loss: 3.527813 | lrm: 1.00 | dt: 457ms | tok/sec: 573,154 | mfu: 21.0% | epoch: 1 | remaining: 238s    
step 00146 (20.6%) | loss: 3.529941 | lrm: 1.00 | dt: 460ms | tok/sec: 570,428 | mfu: 20.9% | epoch: 1 | remaining: 238s    
step 00147 (20.8%) | loss: 3.520540 | lrm: 1.00 | dt: 449ms | tok/sec: 584,218 | mfu: 21.4% | epoch: 1 | remaining: 237s    
step 00148 (20.9%) | loss: 3.519593 | lrm: 1.00 | dt: 458ms | tok/sec: 572,035 | mfu: 20.9% | epoch: 1 | remaining: 237s    
step 00149 (21.1%) | loss: 3.514269 | lrm: 1.00 | dt: 456ms | tok/sec: 575,425 | mfu: 21.0% | epoch: 1 | remaining: 236s    
step 00150 (21.2%) | loss: 3.511804 | lrm: 1.00 | dt: 462ms | tok/sec: 567,664 | mfu: 20.8% | epoch: 1 | remaining: 236s    
step 00151 (21.4%) | loss: 3.510541 | lrm: 1.00 | dt: 458ms | tok/sec: 572,032 | mfu: 20.9% | epoch: 1 | remaining: 235s    
step 00152 (21.5%) | loss: 3.506059 | lrm: 1.00 | dt: 460ms | tok/sec: 569,617 | mfu: 20.8% | epoch: 1 | remaining: 235s    
step 00153 (21.7%) | loss: 3.503900 | lrm: 1.00 | dt: 461ms | tok/sec: 568,550 | mfu: 20.8% | epoch: 1 | remaining: 235s    
step 00154 (21.8%) | loss: 3.502530 | lrm: 1.00 | dt: 458ms | tok/sec: 571,779 | mfu: 20.9% | epoch: 1 | remaining: 234s    
step 00155 (22.0%) | loss: 3.503644 | lrm: 1.00 | dt: 461ms | tok/sec: 569,069 | mfu: 20.8% | epoch: 1 | remaining: 234s    
step 00156 (22.1%) | loss: 3.505167 | lrm: 1.00 | dt: 459ms | tok/sec: 570,984 | mfu: 20.9% | epoch: 1 | remaining: 233s    
step 00157 (22.3%) | loss: 3.496771 | lrm: 1.00 | dt: 460ms | tok/sec: 569,301 | mfu: 20.8% | epoch: 1 | remaining: 233s    
step 00158 (22.4%) | loss: 3.490189 | lrm: 1.00 | dt: 460ms | tok/sec: 569,407 | mfu: 20.8% | epoch: 1 | remaining: 232s    
step 00159 (22.6%) | loss: 3.485003 | lrm: 1.00 | dt: 459ms | tok/sec: 571,157 | mfu: 20.9% | epoch: 1 | remaining: 232s    
step 00160 (22.7%) | loss: 3.481163 | lrm: 1.00 | dt: 461ms | tok/sec: 568,703 | mfu: 20.8% | epoch: 1 | remaining: 231s    
step 00161 (22.9%) | loss: 3.476523 | lrm: 1.00 | dt: 459ms | tok/sec: 571,534 | mfu: 20.9% | epoch: 1 | remaining: 231s    
step 00162 (23.0%) | loss: 3.473738 | lrm: 1.00 | dt: 460ms | tok/sec: 569,920 | mfu: 20.8% | epoch: 1 | remaining: 230s    
step 00163 (23.2%) | loss: 3.468079 | lrm: 1.00 | dt: 462ms | tok/sec: 567,923 | mfu: 20.8% | epoch: 1 | remaining: 230s    
step 00164 (23.4%) | loss: 3.468092 | lrm: 1.00 | dt: 458ms | tok/sec: 572,632 | mfu: 20.9% | epoch: 1 | remaining: 229s    
step 00165 (23.5%) | loss: 3.464433 | lrm: 1.00 | dt: 462ms | tok/sec: 566,847 | mfu: 20.7% | epoch: 1 | remaining: 229s    
step 00166 (23.7%) | loss: 3.464401 | lrm: 1.00 | dt: 459ms | tok/sec: 571,465 | mfu: 20.9% | epoch: 1 | remaining: 229s    
step 00167 (23.8%) | loss: 3.460813 | lrm: 1.00 | dt: 461ms | tok/sec: 568,778 | mfu: 20.8% | epoch: 1 | remaining: 228s    
step 00168 (24.0%) | loss: 3.456016 | lrm: 1.00 | dt: 459ms | tok/sec: 571,018 | mfu: 20.9% | epoch: 1 | remaining: 228s    
