Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 37,748,736
  lm_head                 : 6,291,456
  transformer_matrices    : 198,182,016
  scalars                 : 24
  total                   : 248,513,688
Estimated FLOPs per token: 1.304698e+09
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 1200s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011059 | lrm: 1.00 | dt: 10302ms | tok/sec: 25,446 | mfu: 3.4% | epoch: 1 | remaining: 1200s    
step 00001 (0.1%) | loss: 9.225107 | lrm: 1.00 | dt: 714ms | tok/sec: 367,348 | mfu: 48.4% | epoch: 1 | remaining: 1200s    
step 00002 (0.1%) | loss: 9.015347 | lrm: 1.00 | dt: 745ms | tok/sec: 351,910 | mfu: 46.4% | epoch: 1 | remaining: 1200s    
step 00003 (0.2%) | loss: 8.599188 | lrm: 1.00 | dt: 738ms | tok/sec: 355,259 | mfu: 46.8% | epoch: 1 | remaining: 1200s    
step 00004 (0.2%) | loss: 8.156565 | lrm: 1.00 | dt: 735ms | tok/sec: 356,766 | mfu: 47.0% | epoch: 1 | remaining: 1200s    
step 00005 (0.3%) | loss: 7.803615 | lrm: 1.00 | dt: 734ms | tok/sec: 357,139 | mfu: 47.1% | epoch: 1 | remaining: 1200s    
step 00006 (0.3%) | loss: 7.499400 | lrm: 1.00 | dt: 740ms | tok/sec: 354,044 | mfu: 46.7% | epoch: 1 | remaining: 1200s    
step 00007 (0.4%) | loss: 7.248910 | lrm: 1.00 | dt: 739ms | tok/sec: 354,652 | mfu: 46.8% | epoch: 1 | remaining: 1200s    
step 00008 (0.4%) | loss: 7.033448 | lrm: 1.00 | dt: 730ms | tok/sec: 359,160 | mfu: 47.4% | epoch: 1 | remaining: 1200s    
step 00009 (0.5%) | loss: 6.846090 | lrm: 1.00 | dt: 732ms | tok/sec: 357,973 | mfu: 47.2% | epoch: 1 | remaining: 1200s    
step 00010 (0.6%) | loss: 6.693722 | lrm: 1.00 | dt: 740ms | tok/sec: 354,112 | mfu: 46.7% | epoch: 1 | remaining: 1200s    
step 00011 (0.6%) | loss: 6.553266 | lrm: 1.00 | dt: 738ms | tok/sec: 355,067 | mfu: 46.8% | epoch: 1 | remaining: 1199s    
step 00012 (0.7%) | loss: 6.426588 | lrm: 1.00 | dt: 741ms | tok/sec: 353,741 | mfu: 46.6% | epoch: 1 | remaining: 1199s    
step 00013 (0.7%) | loss: 6.326165 | lrm: 1.00 | dt: 738ms | tok/sec: 355,071 | mfu: 46.8% | epoch: 1 | remaining: 1198s    
step 00060 (3.3%) | loss: 4.947801 | lrm: 1.00 | dt: 746ms | tok/sec: 351,563 | mfu: 46.4% | epoch: 1 | remaining: 1163s    
step 00061 (3.4%) | loss: 4.925044 | lrm: 1.00 | dt: 743ms | tok/sec: 353,003 | mfu: 46.5% | epoch: 1 | remaining: 1162s    
step 00062 (3.4%) | loss: 4.902581 | lrm: 1.00 | dt: 745ms | tok/sec: 351,801 | mfu: 46.4% | epoch: 1 | remaining: 1161s    
step 00063 (3.5%) | loss: 4.885574 | lrm: 1.00 | dt: 747ms | tok/sec: 350,895 | mfu: 46.3% | epoch: 1 | remaining: 1161s    
step 00064 (3.6%) | loss: 4.856211 | lrm: 1.00 | dt: 744ms | tok/sec: 352,390 | mfu: 46.5% | epoch: 1 | remaining: 1160s    
step 00065 (3.6%) | loss: 4.833731 | lrm: 1.00 | dt: 743ms | tok/sec: 353,040 | mfu: 46.5% | epoch: 1 | remaining: 1159s    
step 00066 (3.7%) | loss: 4.812625 | lrm: 1.00 | dt: 752ms | tok/sec: 348,806 | mfu: 46.0% | epoch: 1 | remaining: 1158s    
step 00067 (3.7%) | loss: 4.795289 | lrm: 1.00 | dt: 745ms | tok/sec: 351,960 | mfu: 46.4% | epoch: 1 | remaining: 1158s    
step 00068 (3.8%) | loss: 4.774503 | lrm: 1.00 | dt: 746ms | tok/sec: 351,635 | mfu: 46.4% | epoch: 1 | remaining: 1157s    
step 00069 (3.8%) | loss: 4.751924 | lrm: 1.00 | dt: 746ms | tok/sec: 351,178 | mfu: 46.3% | epoch: 1 | remaining: 1156s    
step 00070 (3.9%) | loss: 4.727952 | lrm: 1.00 | dt: 749ms | tok/sec: 350,106 | mfu: 46.2% | epoch: 1 | remaining: 1155s    
step 00071 (3.9%) | loss: 4.708073 | lrm: 1.00 | dt: 744ms | tok/sec: 352,414 | mfu: 46.5% | epoch: 1 | remaining: 1155s    
step 00072 (4.0%) | loss: 4.690213 | lrm: 1.00 | dt: 750ms | tok/sec: 349,471 | mfu: 46.1% | epoch: 1 | remaining: 1154s    
step 00073 (4.1%) | loss: 4.664774 | lrm: 1.00 | dt: 742ms | tok/sec: 353,391 | mfu: 46.6% | epoch: 1 | remaining: 1153s    
step 00074 (4.1%) | loss: 4.641111 | lrm: 1.00 | dt: 750ms | tok/sec: 349,537 | mfu: 46.1% | epoch: 1 | remaining: 1153s    
step 00075 (4.2%) | loss: 4.617890 | lrm: 1.00 | dt: 750ms | tok/sec: 349,317 | mfu: 46.1% | epoch: 1 | remaining: 1152s    
step 00076 (4.2%) | loss: 4.601627 | lrm: 1.00 | dt: 749ms | tok/sec: 349,959 | mfu: 46.1% | epoch: 1 | remaining: 1151s    
step 00077 (4.3%) | loss: 4.578425 | lrm: 1.00 | dt: 746ms | tok/sec: 351,477 | mfu: 46.3% | epoch: 1 | remaining: 1150s    
step 00078 (4.3%) | loss: 4.560064 | lrm: 1.00 | dt: 747ms | tok/sec: 351,157 | mfu: 46.3% | epoch: 1 | remaining: 1150s    
step 00079 (4.4%) | loss: 4.537781 | lrm: 1.00 | dt: 747ms | tok/sec: 350,723 | mfu: 46.2% | epoch: 1 | remaining: 1149s    
step 00080 (4.4%) | loss: 4.508532 | lrm: 1.00 | dt: 747ms | tok/sec: 350,861 | mfu: 46.3% | epoch: 1 | remaining: 1148s    
step 00081 (4.5%) | loss: 4.491374 | lrm: 1.00 | dt: 746ms | tok/sec: 351,209 | mfu: 46.3% | epoch: 1 | remaining: 1147s    
step 00082 (4.6%) | loss: 4.464323 | lrm: 1.00 | dt: 747ms | tok/sec: 350,780 | mfu: 46.3% | epoch: 1 | remaining: 1147s    
step 00083 (4.6%) | loss: 4.442284 | lrm: 1.00 | dt: 749ms | tok/sec: 349,866 | mfu: 46.1% | epoch: 1 | remaining: 1146s    
step 00084 (4.7%) | loss: 4.422413 | lrm: 1.00 | dt: 745ms | tok/sec: 351,778 | mfu: 46.4% | epoch: 1 | remaining: 1145s    
step 00085 (4.7%) | loss: 4.404671 | lrm: 1.00 | dt: 747ms | tok/sec: 350,744 | mfu: 46.2% | epoch: 1 | remaining: 1144s    
step 00086 (4.8%) | loss: 4.389934 | lrm: 1.00 | dt: 752ms | tok/sec: 348,666 | mfu: 46.0% | epoch: 1 | remaining: 1144s    
step 00087 (4.8%) | loss: 4.363994 | lrm: 1.00 | dt: 748ms | tok/sec: 350,312 | mfu: 46.2% | epoch: 1 | remaining: 1143s    
step 00088 (4.9%) | loss: 4.341286 | lrm: 1.00 | dt: 748ms | tok/sec: 350,596 | mfu: 46.2% | epoch: 1 | remaining: 1142s    
step 00089 (4.9%) | loss: 4.317015 | lrm: 1.00 | dt: 745ms | tok/sec: 351,894 | mfu: 46.4% | epoch: 1 | remaining: 1141s    
step 00090 (5.0%) | loss: 4.297117 | lrm: 1.00 | dt: 750ms | tok/sec: 349,575 | mfu: 46.1% | epoch: 1 | remaining: 1141s    
step 00091 (5.1%) | loss: 4.287540 | lrm: 1.00 | dt: 748ms | tok/sec: 350,601 | mfu: 46.2% | epoch: 1 | remaining: 1140s    
step 00092 (5.1%) | loss: 4.267541 | lrm: 1.00 | dt: 745ms | tok/sec: 352,089 | mfu: 46.4% | epoch: 1 | remaining: 1139s    
step 00093 (5.2%) | loss: 4.245070 | lrm: 1.00 | dt: 744ms | tok/sec: 352,220 | mfu: 46.4% | epoch: 1 | remaining: 1138s    
step 00094 (5.2%) | loss: 4.228070 | lrm: 1.00 | dt: 748ms | tok/sec: 350,552 | mfu: 46.2% | epoch: 1 | remaining: 1138s    
step 00095 (5.3%) | loss: 4.199916 | lrm: 1.00 | dt: 747ms | tok/sec: 351,060 | mfu: 46.3% | epoch: 1 | remaining: 1137s    
step 00096 (5.3%) | loss: 4.169953 | lrm: 1.00 | dt: 749ms | tok/sec: 350,005 | mfu: 46.1% | epoch: 1 | remaining: 1136s    
step 00097 (5.4%) | loss: 4.158581 | lrm: 1.00 | dt: 745ms | tok/sec: 351,797 | mfu: 46.4% | epoch: 1 | remaining: 1135s    
step 00098 (5.4%) | loss: 4.135717 | lrm: 1.00 | dt: 750ms | tok/sec: 349,393 | mfu: 46.1% | epoch: 1 | remaining: 1135s    
step 00099 (5.5%) | loss: 4.113581 | lrm: 1.00 | dt: 749ms | tok/sec: 350,154 | mfu: 46.2% | epoch: 1 | remaining: 1134s    
step 00100 (5.6%) | loss: 4.100253 | lrm: 1.00 | dt: 751ms | tok/sec: 348,934 | mfu: 46.0% | epoch: 1 | remaining: 1133s    
step 00101 (5.6%) | loss: 4.086940 | lrm: 1.00 | dt: 752ms | tok/sec: 348,682 | mfu: 46.0% | epoch: 1 | remaining: 1132s    
step 00102 (5.7%) | loss: 4.068400 | lrm: 1.00 | dt: 748ms | tok/sec: 350,388 | mfu: 46.2% | epoch: 1 | remaining: 1132s    
step 00103 (5.7%) | loss: 4.060008 | lrm: 1.00 | dt: 748ms | tok/sec: 350,658 | mfu: 46.2% | epoch: 1 | remaining: 1131s    
step 00104 (5.8%) | loss: 4.037382 | lrm: 1.00 | dt: 752ms | tok/sec: 348,381 | mfu: 45.9% | epoch: 1 | remaining: 1130s    
step 00105 (5.8%) | loss: 4.016939 | lrm: 1.00 | dt: 749ms | tok/sec: 350,122 | mfu: 46.2% | epoch: 1 | remaining: 1129s    
step 00106 (5.9%) | loss: 3.997802 | lrm: 1.00 | dt: 746ms | tok/sec: 351,319 | mfu: 46.3% | epoch: 1 | remaining: 1129s    
step 00107 (5.9%) | loss: 3.989034 | lrm: 1.00 | dt: 747ms | tok/sec: 350,829 | mfu: 46.3% | epoch: 1 | remaining: 1128s    
step 00108 (6.0%) | loss: 3.985728 | lrm: 1.00 | dt: 752ms | tok/sec: 348,570 | mfu: 46.0% | epoch: 1 | remaining: 1127s    
step 00109 (6.1%) | loss: 3.973589 | lrm: 1.00 | dt: 751ms | tok/sec: 348,956 | mfu: 46.0% | epoch: 1 | remaining: 1126s    
step 00110 (6.1%) | loss: 3.956034 | lrm: 1.00 | dt: 746ms | tok/sec: 351,229 | mfu: 46.3% | epoch: 1 | remaining: 1126s    
step 00111 (6.2%) | loss: 3.932238 | lrm: 1.00 | dt: 746ms | tok/sec: 351,288 | mfu: 46.3% | epoch: 1 | remaining: 1125s    
step 00112 (6.2%) | loss: 3.915583 | lrm: 1.00 | dt: 748ms | tok/sec: 350,620 | mfu: 46.2% | epoch: 1 | remaining: 1124s    
step 00113 (6.3%) | loss: 3.902958 | lrm: 1.00 | dt: 747ms | tok/sec: 350,829 | mfu: 46.3% | epoch: 1 | remaining: 1123s    
step 00114 (6.3%) | loss: 3.894254 | lrm: 1.00 | dt: 748ms | tok/sec: 350,668 | mfu: 46.2% | epoch: 1 | remaining: 1123s    
step 00115 (6.4%) | loss: 3.889251 | lrm: 1.00 | dt: 750ms | tok/sec: 349,717 | mfu: 46.1% | epoch: 1 | remaining: 1122s    
step 00116 (6.4%) | loss: 3.871977 | lrm: 1.00 | dt: 744ms | tok/sec: 352,452 | mfu: 46.5% | epoch: 1 | remaining: 1121s    
step 00117 (6.5%) | loss: 3.855256 | lrm: 1.00 | dt: 750ms | tok/sec: 349,418 | mfu: 46.1% | epoch: 1 | remaining: 1120s    
step 00118 (6.6%) | loss: 3.846386 | lrm: 1.00 | dt: 744ms | tok/sec: 352,120 | mfu: 46.4% | epoch: 1 | remaining: 1120s    
step 00119 (6.6%) | loss: 3.838020 | lrm: 1.00 | dt: 747ms | tok/sec: 351,117 | mfu: 46.3% | epoch: 1 | remaining: 1119s    
step 00120 (6.7%) | loss: 3.824841 | lrm: 1.00 | dt: 751ms | tok/sec: 348,969 | mfu: 46.0% | epoch: 1 | remaining: 1118s    
step 00121 (6.7%) | loss: 3.814022 | lrm: 1.00 | dt: 750ms | tok/sec: 349,589 | mfu: 46.1% | epoch: 1 | remaining: 1117s    
step 00122 (6.8%) | loss: 3.799745 | lrm: 1.00 | dt: 746ms | tok/sec: 351,318 | mfu: 46.3% | epoch: 1 | remaining: 1117s    
step 00123 (6.8%) | loss: 3.780523 | lrm: 1.00 | dt: 746ms | tok/sec: 351,270 | mfu: 46.3% | epoch: 1 | remaining: 1116s    
step 00124 (6.9%) | loss: 3.771970 | lrm: 1.00 | dt: 754ms | tok/sec: 347,572 | mfu: 45.8% | epoch: 1 | remaining: 1115s    
step 00125 (6.9%) | loss: 3.765682 | lrm: 1.00 | dt: 745ms | tok/sec: 351,678 | mfu: 46.4% | epoch: 1 | remaining: 1114s    
step 00126 (7.0%) | loss: 3.758038 | lrm: 1.00 | dt: 749ms | tok/sec: 349,799 | mfu: 46.1% | epoch: 1 | remaining: 1114s    
step 00127 (7.1%) | loss: 3.757708 | lrm: 1.00 | dt: 752ms | tok/sec: 348,553 | mfu: 46.0% | epoch: 1 | remaining: 1113s    
step 00128 (7.1%) | loss: 3.743690 | lrm: 1.00 | dt: 743ms | tok/sec: 352,936 | mfu: 46.5% | epoch: 1 | remaining: 1112s    
step 00129 (7.2%) | loss: 3.736051 | lrm: 1.00 | dt: 746ms | tok/sec: 351,407 | mfu: 46.3% | epoch: 1 | remaining: 1111s    
step 00130 (7.2%) | loss: 3.720668 | lrm: 1.00 | dt: 752ms | tok/sec: 348,512 | mfu: 46.0% | epoch: 1 | remaining: 1111s    
step 00131 (7.3%) | loss: 3.702231 | lrm: 1.00 | dt: 751ms | tok/sec: 349,164 | mfu: 46.0% | epoch: 1 | remaining: 1110s    
step 00132 (7.3%) | loss: 3.694911 | lrm: 1.00 | dt: 745ms | tok/sec: 351,850 | mfu: 46.4% | epoch: 1 | remaining: 1109s    
step 00133 (7.4%) | loss: 3.685154 | lrm: 1.00 | dt: 747ms | tok/sec: 350,860 | mfu: 46.3% | epoch: 1 | remaining: 1108s    
step 00134 (7.4%) | loss: 3.676092 | lrm: 1.00 | dt: 749ms | tok/sec: 349,922 | mfu: 46.1% | epoch: 1 | remaining: 1108s    
step 00135 (7.5%) | loss: 3.665688 | lrm: 1.00 | dt: 747ms | tok/sec: 351,051 | mfu: 46.3% | epoch: 1 | remaining: 1107s    
step 00136 (7.6%) | loss: 3.657664 | lrm: 1.00 | dt: 748ms | tok/sec: 350,673 | mfu: 46.2% | epoch: 1 | remaining: 1106s    
step 00137 (7.6%) | loss: 3.656877 | lrm: 1.00 | dt: 751ms | tok/sec: 348,848 | mfu: 46.0% | epoch: 1 | remaining: 1105s    
step 00138 (7.7%) | loss: 3.647865 | lrm: 1.00 | dt: 748ms | tok/sec: 350,543 | mfu: 46.2% | epoch: 1 | remaining: 1105s    
step 00139 (7.7%) | loss: 3.649363 | lrm: 1.00 | dt: 750ms | tok/sec: 349,690 | mfu: 46.1% | epoch: 1 | remaining: 1104s    
step 00140 (7.8%) | loss: 3.629381 | lrm: 1.00 | dt: 751ms | tok/sec: 349,253 | mfu: 46.1% | epoch: 1 | remaining: 1103s    
step 00141 (7.8%) | loss: 3.621170 | lrm: 1.00 | dt: 746ms | tok/sec: 351,193 | mfu: 46.3% | epoch: 1 | remaining: 1102s    
step 00142 (7.9%) | loss: 3.617153 | lrm: 1.00 | dt: 751ms | tok/sec: 349,058 | mfu: 46.0% | epoch: 1 | remaining: 1102s    
step 00143 (7.9%) | loss: 3.611546 | lrm: 1.00 | dt: 747ms | tok/sec: 350,819 | mfu: 46.3% | epoch: 1 | remaining: 1101s    
step 00144 (8.0%) | loss: 3.602178 | lrm: 1.00 | dt: 748ms | tok/sec: 350,371 | mfu: 46.2% | epoch: 1 | remaining: 1100s    
step 00145 (8.1%) | loss: 3.595949 | lrm: 1.00 | dt: 746ms | tok/sec: 351,510 | mfu: 46.3% | epoch: 1 | remaining: 1099s    
step 00146 (8.1%) | loss: 3.592704 | lrm: 1.00 | dt: 749ms | tok/sec: 349,954 | mfu: 46.1% | epoch: 1 | remaining: 1099s    
step 00147 (8.2%) | loss: 3.577075 | lrm: 1.00 | dt: 745ms | tok/sec: 351,900 | mfu: 46.4% | epoch: 1 | remaining: 1098s    
step 00148 (8.2%) | loss: 3.572007 | lrm: 1.00 | dt: 751ms | tok/sec: 348,952 | mfu: 46.0% | epoch: 1 | remaining: 1097s    
step 00149 (8.3%) | loss: 3.562284 | lrm: 1.00 | dt: 749ms | tok/sec: 349,845 | mfu: 46.1% | epoch: 1 | remaining: 1096s    
step 00150 (8.3%) | loss: 3.556574 | lrm: 1.00 | dt: 753ms | tok/sec: 348,244 | mfu: 45.9% | epoch: 1 | remaining: 1096s    
step 00151 (8.4%) | loss: 3.552230 | lrm: 1.00 | dt: 755ms | tok/sec: 347,294 | mfu: 45.8% | epoch: 1 | remaining: 1095s    
step 00152 (8.4%) | loss: 3.544709 | lrm: 1.00 | dt: 748ms | tok/sec: 350,233 | mfu: 46.2% | epoch: 1 | remaining: 1094s    
step 00153 (8.5%) | loss: 3.537275 | lrm: 1.00 | dt: 751ms | tok/sec: 348,859 | mfu: 46.0% | epoch: 1 | remaining: 1093s    
step 00154 (8.6%) | loss: 3.537409 | lrm: 1.00 | dt: 753ms | tok/sec: 348,168 | mfu: 45.9% | epoch: 1 | remaining: 1093s    
